,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.5188924312591553,0.11080150703189137,0.008187818527221679,0.0013444803423320595,True,,1,10,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.6693195219857062,0.6516946235415336,0.5405513548181774,0.5921085306372637,0.5624725290865096,0.603229312013838,0.04986003555320475,194,0.9957047054745953,0.9957139876774905,0.9928404921481778,0.9971402515216047,0.9942708333333333,0.9951340540310405,0.001462352252976875
11,0.8992526054382324,0.06466108798503029,0.01384735107421875,0.0022856142544938865,True,,1,10,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.6613694353744256,0.6728624271423855,0.6152613595598594,0.6612781870875146,0.560904640035022,0.6343352098398415,0.041706067166935014,88,0.9942901168365917,0.9985689188010128,0.99140625,0.9957047054745953,0.9957035870275044,0.9951347156279409,0.0023262440794358918
12,0.042429876327514646,0.002191332859029853,0.0020346641540527344,9.727326092748956e-05,True,,2,2,10,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",0.3842194136263625,0.4741364750682446,0.4707295318699768,0.5461823000944346,0.4566455066570431,0.46638264546321234,0.05156085862792836,350,0.9684853510535172,0.9742481432773201,0.9685218651175282,0.9713850041974242,0.9584699322311678,0.9682220591753914,0.005321298656685214
13,0.21320619583129882,0.0021353358637096324,0.004256391525268554,0.00021624287011525205,True,,2,2,50,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6440611887195306,0.6059616675035313,0.6100505602191924,0.6113865073248417,0.5830951894845301,0.6109110226503252,0.019483925080760432,177,0.9985689188010128,1.0,0.9985689188010128,1.0,0.9985689188010128,0.9991413512806077,0.0007010837436017805
14,0.5130057334899902,0.1323758659906551,0.008007574081420898,0.0015091622788545062,True,,2,2,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.6445664096751254,0.65625,0.5805807539345913,0.6267185517348044,0.5898263304304183,0.6195884091549878,0.02975295004627402,147,0.9985685463414732,1.0,1.0,1.0,1.0,0.9997137092682946,0.0005725814634107262
15,0.9094748497009277,0.03613938552580377,0.015008926391601562,0.0024279322072590383,True,,2,2,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.6615374276293189,0.6325600960638247,0.5985795240441306,0.6325600960638247,0.5939512170869513,0.62383767217761,0.024918295138468112,129,1.0,1.0,0.9985685463414732,0.9985689188010128,1.0,0.9994274930284972,0.000701174987076382
16,0.0481360912322998,0.0006387026211370769,0.0025693893432617186,2.5625904998548174e-05,True,,2,5,10,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",0.5805807539345913,0.5458855056986571,0.5523377288254981,0.43854166666666666,0.47952979172869453,0.5193750893708216,0.052263105760460025,306,0.977081374879436,0.97428533814877,0.9628249860816396,0.9684853510535172,0.9770833333333333,0.971952076699339,0.00553905358888599
17,0.23535995483398436,0.002537838232061755,0.005652952194213867,4.8310546714994e-05,True,,2,5,50,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.6498137077451323,0.621249430342479,0.557416274473035,0.6038440909348385,0.5481826469436486,0.5961012300878267,0.03839304761983541,207,1.0,0.9985689188010128,0.9914269777566959,0.9957035870275044,0.9985685463414732,0.9968536059853372,0.0030513587567342097
18,0.45876684188842776,0.032084531705254854,0.007873439788818359,0.001231005615146061,True,,2,5,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6555383078412006,0.6557052811009695,0.5760416666666667,0.6152398322902826,0.6402613845320331,0.6285572944862305,0.03012381100498018,112,1.0,0.9985689188010128,1.0,0.9985689188010128,0.9971402515216047,0.998855617824726,0.0010701490868519172
19,0.9626065254211426,0.0772062228377258,0.015816879272460938,0.0019185669151821894,True,,2,5,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6386204521928659,0.6671905646871329,0.6097641467563155,0.6267494209895906,0.5934506456511595,0.6271550460554128,0.025190842807429656,118,1.0,1.0,1.0,1.0,0.9985689188010128,0.9997137837602026,0.0005724324795948644
20,0.055871772766113284,0.02030402117884907,0.002960395812988281,0.0013971477270150491,True,,2,10,10,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10}",0.5924114847666656,0.6036233957244767,0.5178818780670077,0.5037754637351587,0.5175491695067657,0.5470482783600149,0.04207606734246908,241,0.9327171811368493,0.9369665970251483,0.9212632163112782,0.9285735474162691,0.9241267075176709,0.9287294498814432,0.005669334708809536
21,0.22005782127380372,0.015281144582119294,0.0049000740051269535,0.000747770135620561,True,,2,10,50,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.6094266260816663,0.6211283415865692,0.5638230124116617,0.6440611887195306,0.5662723531498558,0.6009423043898566,0.03136413669801704,197,0.9871430428179717,0.9856773987053548,0.9928404921481778,0.9885638386767999,0.9813836388425078,0.9871216822381624,0.0037362054330113787
22,0.41294374465942385,0.010123879667302214,0.0067024707794189455,0.0004284978043902049,True,,2,10,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.6670633740309424,0.621875,0.6036233957244767,0.6100505602191924,0.5994149194122841,0.620405449877379,0.024529920156872977,141,0.9914125529488957,0.9942708333333333,0.9885638386767999,0.9885638386767999,0.9885487036625412,0.9902719534596741,0.0022845966613402463
23,0.9441282749176025,0.07427129255286914,0.014470911026000977,0.002289436220180842,True,,2,10,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.6731064446466838,0.65625,0.6267185517348044,0.6267494209895906,0.6059616675035313,0.6377572169749219,0.023855949320571473,80,0.9928504964710977,0.9900058357183138,0.9842600228519194,0.9914125529488957,0.9914125529488957,0.9899882921878245,0.0030020868791683815
