,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18,0.0321202278137207,0.0045940138077772,0.0014566421508789063,0.00022000077971595343,10,1,2,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5001334877796345,0.5582465178543432,0.46949795795524063,0.4970114804443441,0.6173949065130319,0.5284568701093189,0.05303692538654311,28,0.9613520932007771,0.9530456318559697,0.977320821244384,0.9521223635732124,0.9885416666666667,0.9664765153082019,0.014262958178323903
19,0.029624414443969727,0.003754603494547023,0.0013510704040527344,0.0001720673608125882,10,1,5,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.5300961075495381,0.5871084878690689,0.5001334877796345,0.47838201250420626,0.6195499997502698,0.5430540190905435,0.05288663194394171,10,0.9372154931617218,0.9304277676932255,0.9544412702282877,0.936352581498771,0.9728290783162611,0.9462532381796533,0.0155143063114961
20,0.02903780937194824,0.0028752969887226153,0.0013163566589355468,0.00018857311441484236,10,1,10,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4878396280473585,0.5373622334465277,0.492349628475186,0.47952979172869453,0.5939512170869513,0.5182064997569436,0.042873807319619386,35,0.8998065272000256,0.8880352406927178,0.9356525100131244,0.9012413530602993,0.9111666109625323,0.9071804483857399,0.01601708044525564
21,0.03353304862976074,0.0006551659505781421,0.0016854763031005859,4.245661231459521e-05,10,2,2,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5197224068147134,0.5548430029027945,0.48626690142042667,0.5084489831323938,0.5837563105549674,0.5306075209650591,0.03460557605408757,25,0.9197278201309247,0.9198758391560545,0.9355051372204258,0.9134989736686349,0.9491555864264097,0.9275526713204899,0.013019954845334362
22,0.029992437362670897,0.0033340337913221256,0.0014053821563720704,0.00020486800056406854,10,2,5,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.49066812443171126,0.5662723531498558,0.48626690142042667,0.4984447862792268,0.626601869034338,0.5336508068631117,0.05483844383322749,19,0.9086119840127518,0.9102879868032625,0.9296514477426621,0.9106451001354469,0.9421816249371449,0.9202756287262537,0.013388945681741059
23,0.03501276969909668,0.013689882711970008,0.0014665603637695312,0.00015062457868252613,10,2,10,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5020790110464023,0.5616525572138379,0.4878396280473585,0.5024140768003459,0.5723304752949947,0.525263149680588,0.034639937956763386,29,0.8731624160303254,0.8689879590789521,0.9060841915029217,0.8743565479759674,0.8899814277218466,0.8825145084620027,0.013771465660828338
24,0.026836681365966796,0.0011585222622804785,0.001296663284301758,0.00020183343648211727,10,4,2,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.48019603839902475,0.5616525572138379,0.5192847999769614,0.46269897238019486,0.5770739992606925,0.5201812734461423,0.044408303841152776,32,0.8621948717726904,0.8740399577704836,0.9034381854381645,0.8619429127738499,0.8942397355790289,0.8791711326668434,0.016895482203097514
25,0.0323585033416748,0.0074893881225009005,0.0014643192291259766,0.00019283623650118994,10,4,5,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.4970114804443441,0.5494788047750493,0.5536262797349568,0.526627134255104,0.5959123250290997,0.5445312048477108,0.032637091152542735,7,0.8621948717726904,0.8738934420061776,0.9034381854381645,0.8594688714666239,0.8942397355790289,0.8786470212525369,0.01742874481490781
26,0.026324081420898437,0.00043107731120768357,0.0012177467346191407,6.317050416071908e-05,10,4,10,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5024140768003459,0.5177145267754467,0.5434136526557332,0.5030625164180259,0.5885115019487422,0.5310232549196587,0.03235994659319094,24,0.8560110114297297,0.8596141373982334,0.8934959446201864,0.8513167568062069,0.8742116786739721,0.8669299057856656,0.015331612947524853
27,0.032811307907104494,0.002530850425461069,0.001466846466064453,0.00016787042504020554,15,1,2,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.497696251667488,0.581202449429662,0.4434668599777493,0.46004370622823615,0.6415920154494488,0.5248002565505169,0.07531889749151528,30,0.9971402515216047,0.9957047054745953,1.0,0.9928686286186559,1.0,0.9971427171229712,0.0027079086765066174
