,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
48,0.04479241371154785,0.009045122408692026,0.001233386993408203,0.0002888272141188949,1.0,l2,sag,"{'C': 1, 'penalty': 'l2', 'solver': 'sag'}",0.5169618966072066,0.4358009644552832,0.4193344887896443,0.4887196529962819,0.4277075206223069,0.4577049046941445,0.03827589363726184,15,0.485640122965747,0.5032347059454324,0.506939165880835,0.5106746744665965,0.5226225486507532,0.5058222435818728,0.01200880672593438
49,0.06337337493896485,0.015448098028868592,0.0011654376983642578,0.00034371070665179036,1.0,l2,saga,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.4938457142385917,0.4170227695399497,0.40265561122798105,0.46683914083684125,0.415625,0.43919764716867277,0.035023359889548404,26,0.46590776842130865,0.49558911302450204,0.4894637776073978,0.48019603839902475,0.525478409572342,0.4913270214049151,0.019788843428088534
50,0.00017943382263183594,3.134187925237377e-05,0.0,0.0,1.0,elasticnet,newton-cg,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.00022554397583007812,8.841119005844063e-05,0.0,0.0,1.0,elasticnet,lbfgs,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0003002166748046875,4.4985081346590085e-05,0.0,0.0,1.0,elasticnet,liblinear,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.00021486282348632814,3.6249159512097044e-05,0.0,0.0,1.0,elasticnet,sag,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.00026259422302246096,5.0281930045932014e-05,0.0,0.0,1.0,elasticnet,saga,"{'C': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0002280712127685547,4.127206721262577e-05,0.0,0.0,1.0,none,newton-cg,"{'C': 1, 'penalty': 'none', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.00023999214172363282,4.276636544003706e-05,0.0,0.0,1.0,none,lbfgs,"{'C': 1, 'penalty': 'none', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.00016994476318359374,4.583032725814821e-05,0.0,0.0,1.0,none,liblinear,"{'C': 1, 'penalty': 'none', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0002105712890625,7.876989042317919e-05,0.0,0.0,1.0,none,sag,"{'C': 1, 'penalty': 'none', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0001609325408935547,4.36072730153398e-05,0.0,0.0,1.0,none,saga,"{'C': 1, 'penalty': 'none', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.00024585723876953126,8.101593822575441e-05,0.0,0.0,10.0,l1,newton-cg,"{'C': 10, 'penalty': 'l1', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.00025739669799804685,0.00010435988368370242,0.0,0.0,10.0,l1,lbfgs,"{'C': 10, 'penalty': 'l1', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.04465155601501465,0.008243865079936817,0.0012696266174316406,0.0003337719573740953,10.0,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.5586334612249554,0.5094144942820528,0.4909719342645202,0.526627134255104,0.5084489831323938,0.5188192014318053,0.022880556508467195,3,0.5546140559369467,0.5654889029546516,0.5768839061609408,0.5835634278795352,0.5612726457111399,0.5683645877286427,0.010499770069260606
63,0.00030055046081542967,6.319461530202052e-05,0.0,0.0,10.0,l1,sag,"{'C': 10, 'penalty': 'l1', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
