,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.04038677215576172,0.005403626611212632,0.010557794570922851,0.0027501957460492033,0.01,0.01,poly,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'poly'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.07622885704040527,0.011489464617501562,0.017728185653686522,0.0027861577428485353,0.01,0.01,sigmoid,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.043839216232299805,0.001595693091405165,0.00966339111328125,6.188574803117217e-05,0.01,0.1,linear,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'linear'}",0.4358425990115926,0.38797014489949266,0.3475774011869842,0.43075201199926333,0.36155299658381584,0.39273903073622973,0.0356027755221282,46,0.4272342435370635,0.4318638256456593,0.4621777549372451,0.43130660217565975,0.4626850093284799,0.44305348712482145,0.01590333663801371
13,0.07028865814208984,0.016097089415698096,0.024776744842529296,0.0025625837361061207,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.04566650390625,0.007115937498293875,0.010002374649047852,0.0014913900423049933,0.01,0.1,poly,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'poly'}",0.31622776601683794,0.33941492632445913,0.3045547950507524,0.2777552847393363,0.3458560258028368,0.3167617595868445,0.02461886472702066,60,0.5252176513354185,0.5354479857600974,0.513069074676508,0.5320678889161903,0.5416025603090641,0.5294810321994557,0.009764799765552537
15,0.11694607734680176,0.017380566161770115,0.02557835578918457,0.0027594359509009476,0.01,0.1,sigmoid,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.0,0.0,0.05847053462046861,0.05847053462046861,0.05847053462046861,0.03508232077228117,0.028644594961577313,83,0.029204083016228455,0.029204083016228455,0.0828078671210825,0.0,0.029204083016228455,0.03408402323395358,0.02685954226168313
16,0.03622832298278809,0.005695323881780181,0.008014154434204102,0.0013944843677561698,0.01,1,linear,"{'C': 0.01, 'gamma': 1, 'kernel': 'linear'}",0.4358425990115926,0.38797014489949266,0.3475774011869842,0.43075201199926333,0.36155299658381584,0.39273903073622973,0.0356027755221282,46,0.4272342435370635,0.4318638256456593,0.4621777549372451,0.43130660217565975,0.4626850093284799,0.44305348712482145,0.01590333663801371
17,0.08668432235717774,0.04248348233514359,0.032335662841796876,0.014199282796166005,0.01,1,rbf,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.11773004531860351,0.011378158587460992,0.006145668029785156,0.00011661485320017698,0.01,1,poly,"{'C': 0.01, 'gamma': 1, 'kernel': 'poly'}",0.40959505645784977,0.4523517708899695,0.4169489616279958,0.4588732537680524,0.3544304092945183,0.41843989040767715,0.03731632387864419,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0.10736613273620606,0.012407003168735381,0.024301671981811525,0.0023640137840022727,0.01,1,sigmoid,"{'C': 0.01, 'gamma': 1, 'kernel': 'sigmoid'}",0.21487921473022215,0.21288172173998499,0.07983111372784098,0.12368426996477437,0.08617628550468762,0.143490521133502,0.05939901284932178,72,0.09661406034951102,0.1352765291174853,0.14908521084661341,0.10860419786947369,0.18088795341357272,0.1340935903193312,0.029900785079497238
20,0.054934024810791016,0.018899578537552506,0.00954732894897461,0.002955981417026077,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.5004675506229855,0.42952668153313617,0.4140711053607331,0.48548919438979216,0.4277075206223069,0.4514524105057907,0.03464940397404679,24,0.5026225346819152,0.5171035330795377,0.5144957554275266,0.5104648767535069,0.526627134255104,0.514262766839518,0.007885693271849901
21,0.06207399368286133,0.00923621720211848,0.02429056167602539,0.0021336244382565155,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.3262386774341852,0.2777552847393363,0.23086496854658767,0.31400778949217395,0.22160265422684464,0.27409387488782555,0.04230761993703286,69,0.3403435373368466,0.31742729998495756,0.34056953608051727,0.3341160220462611,0.35583986155368363,0.33765925140045316,0.012394321811107415
22,0.040643167495727536,0.0003224762800186043,0.009319925308227539,5.366327157976999e-05,0.1,scale,poly,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",0.1311651671567906,0.1873171623163388,0.08429272304235247,0.1311651671567906,0.2203772730130867,0.15086349853707184,0.04768385704436496,71,0.17687710155012973,0.168408856744265,0.20329783314198013,0.18613831253038005,0.2344335153121429,0.19383112385577958,0.023371275789751254
23,0.07554693222045898,0.0011153002219398257,0.016954612731933594,0.0002483867779539189,0.1,scale,sigmoid,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.3418904447057735,0.33125016798361595,0.27132664409000523,0.34209664457047206,0.2844053967301721,0.31419385961600776,0.030204418805976765,63,0.33749309911661846,0.36533850361304954,0.3462265445016385,0.3565107071144483,0.33769039867496237,0.34865185060414344,0.010869768048455611
