Results name,Best model,Best model parameters,Test MCC,Test Accuracy,Changelog
amblyopia_results_2025-06-11_21-24-01, GradientBoosting,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.81,0.89,Initial tracked results. Changed the amblyopia data to use contra- and ipsi- laterial for channel names.
